Hora,Precipitación,Temperatura,Humedad,Viento,Dirección,Viento máximo,Dirección viento máximo,Temperatura mínima,Temperatura máxima,Fecha
05:00,"0,00","1,30","100,00","1,10",Norte 340°,"1,50",Norte 350°,"1,20","2,20",2024-11-28
06:00,"0,00","1,00","100,00","1,30",Norte 360°,"2,10",Norte 10°,"0,90","1,40",2024-11-28
07:00,"0,00","0,40","100,00","0,20",Noroeste 320°,"2,60",Norte 10°,"0,40","0,90",2024-11-28
08:00,"0,00","0,30","100,00","0,80",Norte 10°,"1,50",Norte 360°,"0,30","0,70",2024-11-28
09:00,"0,00","0,60","100,00","1,50",Norte 350°,"2,10",Norte 350°,"0,10","0,70",2024-11-28
10:00,"0,00","3,40","97,00","0,00",,"2,10",Norte 350°,"0,70","3,50",2024-11-28
11:00,"0,00","6,00","84,00","0,90",Noroeste 320°,"2,10",Noroeste 310°,"3,50","6,20",2024-11-28
12:00,"0,00","9,10","77,00","0,00",,"2,10",Norte 350°,"6,20","9,40",2024-11-28
13:00,"0,00","11,00","69,00","0,30",Oeste 270°,"2,60",Oeste 270°,"9,50","11,30",2024-11-28
14:00,"0,00","13,60","60,00","0,60",Suroeste 210°,"3,60",Suroeste 230°,"11,40","13,80",2024-11-28
15:00,"0,00","15,30","57,00","0,40",Suroeste 210°,"3,60",Oeste 250°,"13,80","15,30",2024-11-28
16:00,"0,00","15,50","56,00","1,40",Sureste 120°,"4,10",Sur 170°,"15,30","15,90",2024-11-28
17:00,"0,00","15,10","58,00","1,90",Sur 170°,"7,20",Sur 180°,"15,00","15,60",2024-11-28
18:00,"0,00","11,90","72,00","1,30",Sur 170°,"6,20",Suroeste 230°,"11,60","15,00",2024-11-28
19:00,"0,00","9,90","81,00","0,10",Sur 190°,"3,60",Suroeste 210°,"9,60","11,70",2024-11-28
20:00,"0,00","8,30","86,00","1,10",Norte 20°,"2,10",Suroeste 210°,"8,20","9,60",2024-11-28
21:00,"0,00","7,30","90,00","1,70",Norte 350°,"2,60",Norte 350°,"7,20","8,40",2024-11-28
22:00,"0,00","6,40","90,00","1,90",Norte 340°,"2,60",Norte 340°,"6,30","7,10",2024-11-28
23:00,"0,00","5,70","94,00","2,10",Norte 350°,"2,60",Norte 350°,"5,70","6,30",2024-11-28
00:00,"0,00","7,20","99,00","1,10",Norte 340°,"2,10",Norte 340°,"7,20","7,80",2024-11-29
01:00,"0,00","4,50","97,00","1,30",Norte 10°,"2,10",Norte 350°,"4,40","5,10",2024-11-29
02:00,"0,00","4,30","99,00","1,60",Norte 340°,"2,60",Noroeste 330°,"4,20","4,40",2024-11-29
03:00,"0,00","3,90","97,00","1,80",Norte 360°,"2,60",Noroeste 330°,"3,80","4,50",2024-11-29
04:00,"0,00","3,20","99,00","1,60",Noroeste 330°,"2,60",Noroeste 330°,"3,20","3,80",2024-11-29
05:00,"0,00","3,00","99,00","1,00",Norte 360°,"2,10",Norte 350°,"3,00","3,30",2024-11-29
06:00,"0,00","2,70","100,00","1,70",Norte 20°,"2,10",Norte 20°,"2,70","3,00",2024-11-29
07:00,"0,00","2,80","100,00","0,70",Noroeste 310°,"2,60",Noreste 40°,"2,30","3,10",2024-11-29
08:00,"0,00","4,10","98,00","1,90",Norte 340°,"3,10",Noroeste 310°,"3,10","4,10",2024-11-29
09:00,"0,00","4,50","97,00","2,20",Noroeste 330°,"3,60",Oeste 280°,"3,90","4,70",2024-11-29
10:00,"0,00","5,20","96,00","1,60",Norte 360°,"2,60",Noroeste 330°,"4,70","5,50",2024-11-29
11:00,"0,00","9,00","82,00","0,10",Este 100°,"3,10",Noroeste 320°,"5,50","9,20",2024-11-29
12:00,"0,00","11,40","75,00","0,80",Suroeste 210°,"2,10",Sur 190°,"9,00","11,60",2024-11-29
13:00,"0,00","12,30","71,00","0,50",Norte 360°,"2,60",Noroeste 310°,"11,50","12,50",2024-11-29
14:00,"0,00","14,90","65,00","0,20",Suroeste 240°,"3,10",Suroeste 220°,"12,40","15,00",2024-11-29
15:00,"0,00","16,00","60,00","2,00",Sureste 140°,"4,10",Suroeste 230°,"15,00","16,20",2024-11-29
16:00,"0,00","14,90","75,00","1,00",Noreste 30°,"2,60",Sur 170°,"14,90","16,70",2024-11-29
17:00,"0,00","15,60","70,00","0,00",,"2,10",Sureste 130°,"14,80","15,80",2024-11-29
18:00,"0,00","12,70","79,00","0,00",,"1,50",Oeste 280°,"12,50","15,40",2024-11-29
19:00,"0,00","11,00","84,00","1,80",Noroeste 330°,"2,10",Noroeste 330°,"10,80","12,40",2024-11-29
20:00,"0,00","10,60","84,00","0,90",Norte 340°,"2,10",Norte 340°,"10,60","11,30",2024-11-29
21:00,"0,00","9,30","90,00","2,00",Norte 350°,"2,60",Norte 350°,"9,20","10,50",2024-11-29
22:00,"0,00",,,"2,20",Norte 340°,"3,60",Norte 340°,,,2024-11-29
23:00,"0,00","7,80","97,00","1,80",Norte 360°,"2,60",Norte 360°,"7,80","8,40",2024-11-29
00:00,"0,00","7,70","100,00","1,50",Norte 360°,"3,10",Norte 340°,"7,70","8,30",2024-11-30
01:00,"0,00","6,30","100,00","2,00",Norte 340°,"2,60",Norte 350°,"6,30","7,20",2024-11-30
02:00,"0,00","6,00","100,00","1,70",Norte 350°,"2,60",Norte 340°,"6,00","6,30",2024-11-30
03:00,"0,00","5,40","100,00","1,20",Norte 360°,"2,60",Norte 350°,"5,30","5,90",2024-11-30
04:00,"0,00","4,70","100,00","1,50",Norte 360°,"2,10",Noroeste 330°,"4,60","5,40",2024-11-30
05:00,"0,00","4,70","100,00","0,00",,"1,50",Norte 350°,"4,60","4,90",2024-11-30
06:00,"0,00","4,40","100,00","0,80",Noreste 30°,"2,10",Noreste 30°,"4,30","4,70",2024-11-30
07:00,"0,00","4,00","100,00","1,70",Norte 350°,"2,10",Norte 350°,"4,00","4,30",2024-11-30
08:00,"0,00","3,80","100,00","1,30",Norte 360°,"2,10",Norte 340°,"3,70","4,00",2024-11-30
09:00,"0,00","3,70","100,00","1,10",Norte 340°,"2,60",Norte 360°,"3,20","3,80",2024-11-30
10:00,"0,00","6,10","100,00","0,80",Norte 20°,"1,50",Norte 10°,"3,80","6,20",2024-11-30
11:00,"0,00","8,60","89,00","2,10",Noroeste 330°,"3,10",Norte 340°,"6,30","8,70",2024-11-30
12:00,"0,00","11,20","81,00","1,10",Noroeste 300°,"3,10",Noroeste 300°,"8,90","11,30",2024-11-30
13:00,"0,00","14,20","72,00","1,40",Sur 180°,"4,60",Suroeste 220°,"11,30","14,40",2024-11-30
14:00,"0,00","15,90","64,00","1,30",Sur 180°,"4,10",Suroeste 210°,"14,40","15,90",2024-11-30
15:00,"0,00","17,30","59,00","0,50",Sur 170°,"3,60",Sur 170°,"15,90","17,40",2024-11-30
16:00,"0,00","17,90","57,00","0,00",,"3,60",Suroeste 230°,"17,40","18,00",2024-11-30
17:00,"0,00","16,80","61,00","2,40",Suroeste 240°,"5,10",Suroeste 230°,"16,30","17,60",2024-11-30
18:00,"0,00","13,70","74,00","0,30",Suroeste 230°,"4,60",Suroeste 230°,"13,10","16,80",2024-11-30
19:00,"0,00","12,30","79,00","0,70",Sureste 140°,"1,50",Sureste 140°,"11,90","13,10",2024-11-30
20:00,"0,00","10,80","86,00","0,00",,"1,50",Sur 160°,"10,60","11,80",2024-11-30
21:00,"0,00","9,40","93,00","1,30",Norte 10°,"2,60",Norte 10°,"9,30","10,50",2024-11-30
22:00,"0,00","9,00","95,00","1,30",Norte 350°,"2,60",Norte 360°,"8,80","9,60",2024-11-30
23:00,"0,00","8,20","99,00","1,70",Norte 340°,"2,60",Norte 350°,"8,20","8,80",2024-11-30
00:00,"0,00","10,70","96,00","1,00",Norte 350°,"3,60",Norte 340°,"10,60","10,70",2024-12-01
01:00,"0,00","7,00","100,00","1,30",Norte 10°,"2,10",Norte 10°,"7,00","7,70",2024-12-01
02:00,"0,00","5,90","100,00","1,00",Norte 360°,"2,10",Norte 350°,"5,80","6,90",2024-12-01
03:00,"0,00","5,90","100,00","1,30",Norte 340°,"2,10",Norte 350°,"5,80","6,20",2024-12-01
04:00,"0,00","4,70","100,00","0,00",,"2,10",Norte 10°,"4,70","6,00",2024-12-01
05:00,"0,00","4,50","100,00","1,20",Norte 340°,"2,60",Noroeste 310°,"4,20","4,80",2024-12-01
06:00,"0,00","4,20","100,00","1,10",Norte 360°,"1,50",Norte 350°,"4,00","4,50",2024-12-01
07:00,"0,00","4,40","100,00","1,40",Norte 10°,"2,60",Norte 10°,"4,10","4,60",2024-12-01
08:00,"0,00","4,70","100,00","0,80",Norte 340°,"2,10",Norte 340°,"4,40","4,80",2024-12-01
09:00,"0,00","5,20","100,00","1,50",Norte 10°,"2,10",Norte 10°,"4,70","5,30",2024-12-01
10:00,"0,00","6,80","98,00","0,00",,"2,10",Norte 10°,"5,30","7,00",2024-12-01
11:00,"0,00","8,20","91,00","1,80",Noroeste 320°,"3,60",Oeste 280°,"7,00","8,30",2024-12-01
12:00,"0,00","9,40","86,00","1,70",Norte 360°,"3,60",Norte 360°,"8,20","9,40",2024-12-01
13:00,"0,00","12,80","78,00","1,30",Suroeste 210°,"3,60",Suroeste 220°,"9,40","13,00",2024-12-01
14:00,"0,00","15,20","69,00","0,60",Sur 200°,"3,60",Suroeste 210°,"13,00","15,30",2024-12-01
15:00,"0,00","15,80","68,00","0,40",Sur 160°,"4,10",Sur 200°,"14,90","15,80",2024-12-01
16:00,"0,00","16,60","67,00","0,00",,"3,60",Suroeste 210°,"15,80","17,10",2024-12-01
17:00,"0,00","15,00","77,00","0,80",Este 80°,"2,10",Este 70°,"14,80","16,40",2024-12-01
18:00,"0,00","13,70","79,00","1,00",Este 110°,"2,60",Sureste 120°,"13,60","15,00",2024-12-01
19:00,"0,00","13,00","82,00","0,00",,"3,60",Sur 160°,"12,80","13,80",2024-12-01
20:00,"0,00","12,30","85,00","2,20",Norte 20°,"2,60",Norte 20°,"12,20","12,80",2024-12-01
21:00,"0,00","12,30","84,00","2,10",Suroeste 210°,"4,10",Suroeste 220°,"11,30","12,40",2024-12-01
22:00,"0,00","11,50","88,00","1,50",Suroeste 220°,"3,10",Sur 200°,"11,30","12,40",2024-12-01
23:00,"0,00","10,40","94,00","2,60",Noroeste 330°,"3,60",Noroeste 330°,"10,30","11,30",2024-12-01
00:00,"0,00","8,20","99,00","0,00",,"3,10",Norte 340°,"8,00","9,30",2024-12-02
01:00,"0,00","10,50","98,00","0,80",Noreste 40°,"2,10",Noreste 60°,"10,40","10,70",2024-12-02
02:00,"0,00","10,20","100,00","3,50",Noroeste 330°,"7,20",Noroeste 310°,"10,00","10,40",2024-12-02
03:00,"0,00","10,30","96,00","1,80",Norte 350°,"4,10",Noroeste 320°,"10,20","10,50",2024-12-02
04:00,"0,00","9,70","98,00","0,00",,"2,60",Norte 350°,"9,70","10,30",2024-12-02
05:00,"0,00","9,80","100,00","1,10",Este 90°,"3,10",Este 70°,"9,60","9,80",2024-12-02
06:00,"0,00","10,30","98,00","1,70",Noreste 40°,"3,60",Noreste 50°,"9,50","10,30",2024-12-02
07:00,"0,00","9,30","98,00","1,60",Noroeste 310°,"4,10",Noroeste 310°,"9,20","10,50",2024-12-02
08:00,"0,00","8,80","99,00","1,70",Norte 350°,"3,10",Noroeste 310°,"8,70","9,30",2024-12-02
09:00,"0,00","10,10","95,00","3,30",Noroeste 310°,"5,10",Oeste 280°,"8,50","10,40",2024-12-02
10:00,"0,00","10,60","94,00","3,70",Sureste 130°,"4,60",Sureste 120°,"9,90","10,70",2024-12-02
11:00,"0,00","11,00","91,00","0,30",Este 70°,"5,70",Sur 160°,"10,70","11,10",2024-12-02
12:00,"0,00","12,00","86,00","1,60",Norte 340°,"3,10",Noreste 30°,"11,10","12,00",2024-12-02
13:00,"0,20","14,20","78,00","2,50",Sur 200°,"6,70",Suroeste 220°,"12,00","14,30",2024-12-02
14:00,"0,00","15,00","73,00","1,60",Oeste 250°,"4,60",Suroeste 230°,"13,70","15,50",2024-12-02
15:00,"0,00","15,80","68,00","0,30",Sur 200°,"4,60",Sur 190°,"15,00","16,00",2024-12-02
16:00,"0,00","16,00","73,00","0,00",,"1,50",Suroeste 210°,"15,80","16,40",2024-12-02
17:00,"0,00","15,60","74,00","0,00",,"2,10",Suroeste 230°,"15,50","16,30",2024-12-02
18:00,"0,00","13,50","81,00","0,30",Sur 190°,"2,60",Suroeste 210°,"13,40","15,50",2024-12-02
19:00,"0,00","11,50","87,00","0,00",,"2,60",Sur 200°,"11,50","13,40",2024-12-02
20:00,"0,00","11,20","86,00","1,20",Norte 340°,"3,10",Noroeste 330°,"11,10","11,60",2024-12-02
21:00,"0,00","10,40","91,00","1,60",Norte 350°,"2,10",Norte 350°,"10,40","11,20",2024-12-02
22:00,"0,00","9,70","96,00","0,30",Norte 10°,"2,10",Norte 350°,"9,60","10,40",2024-12-02
23:00,"0,00","9,50","97,00","2,50",Noroeste 320°,"3,60",Norte 340°,"9,40","9,60",2024-12-02
00:00,"0,00","10,00","65,00","0,60",Suroeste 220°,"3,60",Oeste 250°,"9,70","11,50",2024-12-03
01:00,"0,00","7,50","100,00","1,90",Norte 350°,"2,60",Norte 360°,"7,50","8,00",2024-12-03
02:00,"0,00","6,40","100,00","1,60",Noroeste 330°,"3,60",Norte 340°,"6,30","7,50",2024-12-03
03:00,"0,00","5,80","100,00","1,80",Norte 350°,"2,60",Norte 350°,"5,80","6,60",2024-12-03
04:00,"0,00","5,50","100,00","0,00",,"2,10",Norte 350°,"5,30","5,80",2024-12-03
05:00,"0,00","5,00","100,00","1,50",Norte 350°,"2,10",Norte 360°,"4,60","5,40",2024-12-03
06:00,"0,00","4,40","100,00","0,00",,"2,10",Norte 350°,"4,30","4,90",2024-12-03
07:00,"0,00","3,90","100,00","1,40",Norte 360°,"2,10",Norte 360°,"3,90","4,30",2024-12-03
08:00,"0,00","3,70","100,00","1,20",Norte 340°,"2,10",Norte 350°,"3,50","3,90",2024-12-03
09:00,"0,00","3,30","100,00","0,70",Norte 10°,"2,10",Norte 340°,"3,20","3,70",2024-12-03
10:00,"0,00","5,70","100,00","1,10",Norte 10°,"2,10",Norte 10°,"3,30","5,80",2024-12-03
11:00,"0,00","8,00","96,00","0,00",,"2,10",Norte 360°,"5,70","8,50",2024-12-03
12:00,"0,00","10,50","84,00","0,20",Suroeste 210°,"3,60",Suroeste 220°,"8,60","10,60",2024-12-03
13:00,"0,00","13,30","71,00","0,80",Sur 180°,"3,10",Sur 170°,"10,60","13,40",2024-12-03
14:00,"0,00","14,60","66,00","1,50",Sureste 120°,"3,60",Sureste 130°,"13,20","14,70",2024-12-03
15:00,"0,00","15,90","64,00","2,70",Sur 170°,"5,10",Sur 190°,"14,60","16,00",2024-12-03
16:00,"0,00","15,50","63,00","2,80",Sur 190°,"6,20",Suroeste 210°,"15,50","16,00",2024-12-03
17:00,"0,00","14,80","55,00","5,50",Oeste 260°,"7,20",Oeste 270°,"14,70","15,60",2024-12-03
18:00,"0,00","13,60","61,00","4,60",Oeste 250°,"7,70",Oeste 250°,"13,50","14,70",2024-12-03
19:00,"0,00","13,20","60,00","4,30",Oeste 250°,"7,70",Suroeste 220°,"13,20","13,50",2024-12-03
20:00,"0,00","12,90","62,00","4,20",Oeste 250°,"6,70",Suroeste 240°,"12,90","13,30",2024-12-03
21:00,"0,00","11,50","74,00","4,00",Oeste 250°,"7,20",Oeste 250°,"11,50","12,90",2024-12-03
22:00,"0,00","11,20","69,00","4,10",Oeste 260°,"6,70",Oeste 250°,"11,10","11,50",2024-12-03
23:00,"0,00","11,60","60,00","3,80",Oeste 280°,"7,20",Oeste 260°,"11,30","11,60",2024-12-03
00:00,"0,00","4,90","83,00","0,70",Este 110°,"2,10",Este 90°,"4,60","5,60",2024-12-04
01:00,"0,00","9,10","74,00","1,90",Sureste 140°,"4,60",Oeste 280°,"8,80","10,80",2024-12-04
02:00,"0,00","8,60","86,00","2,10",Sureste 150°,"3,60",Sureste 140°,"8,20","9,10",2024-12-04
03:00,"0,00","9,70","85,00","3,10",Sureste 130°,"5,10",Sur 160°,"8,80","10,30",2024-12-04
04:00,"0,00","11,00","78,00","5,60",Oeste 270°,"11,30",Oeste 280°,"9,20","11,40",2024-12-04
05:00,"0,00","10,90","76,00","3,40",Norte 340°,"8,80",Oeste 270°,"10,80","11,40",2024-12-04
06:00,"0,00","8,80","88,00","2,80",Sureste 120°,"5,10",Sureste 130°,"8,80","11,30",2024-12-04
07:00,"0,00","7,80","95,00","2,10",Este 110°,"4,10",Este 80°,"7,80","8,80",2024-12-04
08:00,"0,00","6,80","98,00","0,50",Sur 170°,"4,60",Este 100°,"6,70","7,80",2024-12-04
09:00,"0,00","7,80","93,00","1,00",Oeste 290°,"5,10",Sur 160°,"6,70","7,80",2024-12-04
10:00,"0,00","11,50","66,00","7,70",Norte 360°,"11,80",Norte 10°,"7,80","11,70",2024-12-04
11:00,"0,00","12,70","58,00","7,10",Norte 20°,"11,80",Norte 20°,"11,70","12,70",2024-12-04
12:00,"0,00","13,50","54,00","4,90",Norte 20°,"11,80",Norte 20°,"12,70","13,50",2024-12-04
13:00,"0,00","14,10","51,00","3,90",Norte 10°,"6,70",Norte 360°,"13,50","14,20",2024-12-04
14:00,"0,00","14,60","46,00","2,90",Norte 350°,"5,70",Norte 350°,"14,10","15,10",2024-12-04
15:00,"0,00","15,50","44,00","2,00",Este 80°,"5,70",Norte 360°,"14,60","15,60",2024-12-04
16:00,"0,00","14,70","45,00","2,40",Noreste 50°,"5,70",Este 90°,"14,60","15,50",2024-12-04
17:00,"0,00","13,90","51,00","0,80",Este 90°,"3,60",Este 80°,"13,70","14,90",2024-12-04
18:00,"0,00","11,00","60,00","0,90",Sur 160°,"2,60",Este 90°,"10,90","14,00",2024-12-04
19:00,"0,00","9,70","63,00","0,00",,"3,10",Suroeste 220°,"9,30","10,90",2024-12-04
20:00,"0,00","8,10","70,00","0,90",Sur 190°,"3,10",Suroeste 240°,"8,00","9,20",2024-12-04
21:00,"0,00","7,30","75,00","1,60",Norte 360°,"3,10",Noreste 30°,"7,20","8,80",2024-12-04
22:00,"0,00","6,30","79,00","0,00",,"2,10",Norte 360°,"6,20","7,30",2024-12-04
23:00,"0,00","5,70","81,00","0,10",Norte 10°,"3,10",Norte 10°,"5,60","6,20",2024-12-04
00:00,"0,00","6,30","89,00","0,00",,"1,50",Sur 180°,"6,20","6,80",2024-12-05
01:00,"0,00","5,00","83,00","0,30",Sur 170°,"2,60",Sureste 130°,"4,50","5,00",2024-12-05
02:00,"0,00","4,70","89,00","2,30",Noroeste 320°,"2,60",Noroeste 300°,"4,40","5,00",2024-12-05
03:00,"0,00","5,30","82,00","2,30",Sureste 120°,"5,10",Este 110°,"4,70","5,40",2024-12-05
04:00,"0,00","4,60","84,00","1,50",Norte 10°,"3,60",Este 110°,"4,60","5,50",2024-12-05
05:00,"0,00","5,10","84,00","0,00",,"3,60",Norte 340°,"4,70","5,10",2024-12-05
06:00,"0,00","5,30","86,00","1,40",Norte 20°,"3,10",Norte 350°,"5,10","5,40",2024-12-05
07:00,"0,00","5,30","85,00","0,00",,"2,60",Norte 350°,"5,30","5,50",2024-12-05
08:00,"0,00","4,50","88,00","0,90",Este 90°,"2,10",Este 90°,"4,50","5,30",2024-12-05
09:00,"0,00","3,40","95,00","0,40",Norte 360°,"2,10",Este 80°,"3,40","4,50",2024-12-05
10:00,"0,00","6,40","83,00","0,20",Norte 10°,"2,60",Norte 360°,"3,40","6,70",2024-12-05
11:00,"0,00","8,40","72,00","1,00",Suroeste 220°,"5,10",Suroeste 210°,"6,90","8,50",2024-12-05
12:00,"0,00","10,50","63,00","0,60",Oeste 280°,"4,10",Sur 200°,"8,50","10,90",2024-12-05
13:00,"0,00","12,90","55,00","1,00",Sureste 150°,"3,60",Oeste 260°,"10,80","13,00",2024-12-05
14:00,"0,00","14,40","51,00","2,00",Sur 200°,"5,10",Sur 200°,"13,20","14,50",2024-12-05
15:00,"0,00","15,20","49,00","1,50",Suroeste 210°,"5,10",Suroeste 230°,"14,50","15,30",2024-12-05
16:00,"0,00","14,70","51,00","2,90",Sur 200°,"4,10",Oeste 260°,"14,50","16,00",2024-12-05
17:00,"0,00","12,90","59,00","2,10",Sur 170°,"5,10",Suroeste 220°,"12,90","14,30",2024-12-05
18:00,"0,00","11,30","65,00","1,90",Sureste 150°,"4,10",Sur 190°,"10,90","12,90",2024-12-05
19:00,"0,00","10,70","66,00","1,40",Sureste 120°,"3,60",Sureste 140°,"10,70","11,00",2024-12-05
20:00,"0,00","9,50","71,00","1,40",Sureste 130°,"2,10",Sureste 150°,"9,40","10,70",2024-12-05
21:00,"0,00","8,10","78,00","1,00",Este 90°,"2,60",Sureste 150°,"8,10","9,40",2024-12-05
22:00,"0,00","8,10","77,00","2,10",Sur 160°,"3,60",Suroeste 210°,"7,50","8,30",2024-12-05
23:00,"0,00","6,90","84,00","1,60",Norte 10°,"3,60",Sur 180°,"6,80","8,20",2024-12-05
00:00,"0,00","7,00","98,00","1,90",Norte 10°,"2,60",Noreste 40°,"7,00","7,70",2024-12-06
01:00,"0,00","5,90","91,00","0,00",,"1,50",Norte 360°,"5,70","6,00",2024-12-06
02:00,"0,00","5,80","89,00","0,70",Este 110°,"2,10",Este 110°,"5,70","6,00",2024-12-06
03:00,"0,00","5,60","92,00","0,20",Sureste 150°,"2,10",Este 100°,"5,60","5,90",2024-12-06
04:00,"0,00","5,30","94,00","1,90",Noroeste 330°,"2,60",Noroeste 320°,"5,30","5,60",2024-12-06
05:00,"0,00","4,90","95,00","0,00",,"2,60",Norte 350°,"4,90","5,30",2024-12-06
06:00,"0,00","4,40","99,00","0,30",Norte 10°,"2,60",Noreste 30°,"4,30","4,90",2024-12-06
07:00,"0,00","4,10","100,00","1,40",Norte 10°,"2,60",Norte 10°,"4,10","4,40",2024-12-06
08:00,"0,00","4,20","99,00","1,80",Noroeste 310°,"3,10",Noroeste 310°,"4,10","4,30",2024-12-06
09:00,"0,00","4,20","100,00","0,50",Norte 360°,"3,10",Noroeste 330°,"4,10","4,40",2024-12-06
10:00,"0,00","6,70","94,00","0,40",Norte 20°,"2,60",Norte 340°,"4,30","6,80",2024-12-06
11:00,"0,00","8,30","82,00","0,30",Este 90°,"2,60",Norte 360°,"6,90","8,30",2024-12-06
12:00,"0,00","10,30","76,00","0,70",Norte 360°,"3,60",Oeste 270°,"8,40","10,50",2024-12-06
13:00,"0,00","12,80","69,00","0,10",Suroeste 230°,"3,10",Oeste 270°,"10,70","13,30",2024-12-06
14:00,"0,00","14,60","62,00","0,40",Suroeste 240°,"3,10",Suroeste 210°,"13,30","14,80",2024-12-06
15:00,"0,00","15,90","59,00","1,70",Sur 160°,"3,60",Sureste 150°,"14,60","15,90",2024-12-06
16:00,"0,00","16,60","58,00","1,50",Sureste 140°,"3,10",Sur 170°,"15,90","16,60",2024-12-06
17:00,"0,00","16,80","58,00","2,30",Sur 180°,"5,10",Suroeste 220°,"16,60","17,20",2024-12-06
18:00,"0,00","13,50","71,00","2,30",Sur 160°,"4,10",Sur 190°,"13,20","16,50",2024-12-06
19:00,"0,00","12,50","72,00","1,30",Sur 190°,"4,10",Suroeste 230°,"12,20","13,40",2024-12-06
20:00,"0,00","11,40","78,00","1,20",Sureste 150°,"3,60",Suroeste 220°,"11,30","12,30",2024-12-06
21:00,"0,00","10,30","84,00","1,40",Sureste 140°,"2,10",Sureste 140°,"10,20","11,20",2024-12-06
22:00,"0,00","9,30","87,00","0,40",Sureste 120°,"1,50",Sureste 130°,"9,10","10,10",2024-12-06
23:00,"0,00","7,80","96,00","1,20",Norte 20°,"2,60",Norte 10°,"7,70","9,00",2024-12-06
00:00,"0,00","9,10","42,00","1,20",Este 110°,"5,70",Noreste 40°,"8,60","10,00",2024-12-07
01:00,"0,00","6,00","98,00","0,00",,"2,60",Norte 360°,"6,00","6,90",2024-12-07
02:00,"0,00","5,50","100,00","0,00",,"1,50",Noroeste 320°,"5,40","6,00",2024-12-07
03:00,"0,00","4,50","100,00","0,70",Norte 360°,"2,10",Norte 10°,"4,50","5,40",2024-12-07
04:00,"0,00","4,10","100,00","0,80",Noroeste 300°,"2,10",Noroeste 310°,"4,00","4,60",2024-12-07
05:00,"0,00","4,30","100,00","0,00",,"2,10",Norte 10°,"4,10","4,40",2024-12-07
06:00,"0,00","5,00","100,00","0,10",Norte 10°,"3,10",Norte 340°,"4,50","5,10",2024-12-07
07:00,"0,00","5,50","100,00","0,00",,"2,10",Norte 340°,"5,00","5,50",2024-12-07
08:00,"0,00","5,50","100,00","0,40",Noreste 30°,"2,10",Noreste 40°,"5,50","5,50",2024-12-07
09:00,"0,00","6,20","100,00","0,00",,"1,50",Noroeste 330°,"5,50","6,20",2024-12-07
10:00,"0,00","6,60","100,00","0,60",Sur 200°,"3,60",Suroeste 240°,"6,20","6,60",2024-12-07
11:00,"0,00","7,40","100,00","0,10",Noreste 40°,"3,10",Este 90°,"6,70","7,40",2024-12-07
12:00,"0,00","9,10","100,00","1,60",Sureste 120°,"4,10",Sur 190°,"7,30","9,20",2024-12-07
13:00,"0,00","13,30","77,00","0,90",Sur 180°,"3,60",Sur 190°,"9,20","13,80",2024-12-07
14:00,"0,00","16,60","58,00","4,70",Noroeste 330°,"11,80",Noroeste 300°,"14,00","16,70",2024-12-07
15:00,"0,00","17,90","50,00","0,80",Este 100°,"5,10",Norte 10°,"16,40","18,10",2024-12-07
16:00,"0,00","17,20","40,00","4,70",Oeste 270°,"7,70",Oeste 250°,"17,20","18,10",2024-12-07
17:00,"0,00","16,10","30,00","5,80",Oeste 260°,"9,80",Oeste 280°,"15,80","17,40",2024-12-07
18:00,"0,00","13,70","35,00","4,70",Oeste 260°,"10,80",Oeste 270°,"13,50","15,70",2024-12-07
19:00,"0,00","12,10","38,00","4,70",Suroeste 240°,"7,70",Suroeste 240°,"11,30","13,50",2024-12-07
20:00,"0,00","10,10","40,00","0,40",Sureste 150°,"5,70",Noroeste 300°,"9,90","12,20",2024-12-07
21:00,"0,00","9,30","41,00","2,00",Este 80°,"4,10",Este 80°,"9,00","9,90",2024-12-07
22:00,"0,00","10,30","39,00","8,50",Norte 360°,"13,40",Norte 360°,"9,40","10,40",2024-12-07
23:00,"0,00","9,40","41,00","5,30",Norte 10°,"11,80",Norte 340°,"8,80","10,40",2024-12-07
00:00,"0,00","3,00","68,00","0,40",Noreste 30°,"2,60",Noreste 30°,"2,20","3,20",2024-12-08
01:00,"0,00","7,70","48,00","1,30",Este 90°,"5,70",Sureste 140°,"7,10","8,80",2024-12-08
02:00,"0,00","7,30","52,00","4,60",Sur 190°,"8,20",Sur 170°,"6,90","7,70",2024-12-08
03:00,"0,00","4,50","63,00","0,00",,"5,10",Sur 190°,"4,40","7,00",2024-12-08
04:00,"0,00","3,30","70,00","3,40",Sur 160°,"4,10",Sur 160°,"3,00","4,40",2024-12-08
05:00,"0,00","3,40","69,00","2,70",Suroeste 210°,"4,10",Sur 170°,"3,10","3,90",2024-12-08
06:00,"0,00","2,40","75,00","0,60",Noreste 30°,"4,60",Suroeste 210°,"2,20","4,10",2024-12-08
07:00,"0,00","1,90","77,00","1,10",Noroeste 320°,"5,10",Norte 10°,"1,80","2,40",2024-12-08
08:00,"0,00","5,30","56,00","1,50",Este 70°,"7,20",Norte 350°,"1,80","6,60",2024-12-08
09:00,"0,00","4,40","66,00","1,40",Sur 200°,"7,70",Suroeste 220°,"4,20","6,00",2024-12-08
10:00,"0,00","6,60","59,00","1,70",Suroeste 220°,"7,20",Sur 190°,"4,30","6,80",2024-12-08
11:00,"0,00","8,60","50,00","2,90",Suroeste 240°,"7,20",Suroeste 230°,"6,90","8,80",2024-12-08
